index,p1.championId,p2.championId,p3.championId,p4.championId,p5.championId,p6.championId,p7.championId,p8.championId,p9.championId,p10.championId,p1.xpDiffPerMinDeltas,p2.xpDiffPerMinDeltas,p3.xpDiffPerMinDeltas,p4.xpDiffPerMinDeltas,p5.xpDiffPerMinDeltas,p6.xpDiffPerMinDeltas,p7.xpDiffPerMinDeltas,p8.xpDiffPerMinDeltas,p9.xpDiffPerMinDeltas,p10.xpDiffPerMinDeltas,t1.goldPerMinDeltas,t2.goldPerMinDeltas,t1.firstBlood,t2.firstBlood,t1.firstRiftHerald,t2.firstRiftHerald,t1.win
167,412,876,62,246,202,106,777,28,81,89,-62.45,64.3,-3.5,95.9,-62.45,3.5,-95.9,-64.3,62.45,62.45,1501.5,1347,1,0,1,0,1
168,120,98,412,555,157,246,875,876,161,202,36.6,1.6,16.1,-42.6,16.1,42.6,-1.6,-36.6,-16.1,-16.1,1373.2,1431,0,1,0,1,0
169,82,246,121,202,99,64,89,81,84,98,83.9,83.9,-38.5,0,0,38.5,-83.9,0,0,-83.9,1438.7,1248.3,1,0,1,0,1
170,104,84,22,497,14,246,245,202,518,57,0,0,0,0,-57.3,0,0,0,0,57.3,1305.8,1463.5,1,0,1,0,0
171,147,236,114,203,201,126,120,89,134,81,3.1,4.6,64.2,-12.5,4.6,-64.2,12.5,-4.6,-3.1,-4.6,1405.5,1319.7,1,0,1,0,1
172,412,41,202,203,3,104,555,21,1,14,-59.9,49.5,-59.9,-135.5,19.4,135.5,59.9,59.9,-19.4,-49.5,1291.7,1726.2,0,1,0,1,0
173,14,777,28,81,432,202,39,89,76,84,32.7,29.5,-94.6,3.6,3.6,-3.6,-32.7,-3.6,94.6,-29.5,1404.9,1490.4,1,0,0,1,1
174,80,61,50,62,246,112,516,89,202,59,0,0,0,213.8,99,0,-213.8,0,0,-99,1704.9,1136.7,1,0,1,0,1
175,222,114,78,113,84,117,497,876,777,145,41.7,41.7,41.7,41.7,41.7,-41.7,-41.7,-41.7,-41.7,-41.7,1477.1,1306.2,0,1,1,0,1
176,134,12,202,64,24,236,91,76,555,85,0,0,0,22.7,-30.5,0,0,-22.7,0,30.5,1283,1224.7,1,0,1,0,1
177,131,40,23,81,28,85,33,202,58,64,-29.85,-29.85,-106.3,-57,142.2,106.3,29.85,57,29.85,-142.2,1376.9,1630.3,0,1,0,1,0
178,163,145,44,20,54,202,13,62,203,497,42.9,27.65,27.65,93.4,198.1,-27.65,-42.9,-198.1,-93.4,-27.65,1506.2,1165.4,1,0,1,0,1
179,104,201,3,202,72,12,76,134,235,122,-6.2,0,0,0,11.7,0,6.2,0,0,-11.7,1385.1,1334.7,1,0,0,0,0
180,7,122,111,32,360,26,62,145,84,72,60,0,-24.4,0,-24.4,24.4,-60,24.4,0,0,1463.9,1310.9,1,0,0,1,1
181,76,235,8,875,147,104,145,58,497,105,-16.4,-17.95,57.2,53.8,-17.95,16.4,17.95,-57.2,17.95,-53.8,1324.9,1353.6,1,0,1,0,0
182,22,164,84,113,350,51,54,7,147,203,0,-26.7,0,34.9,0,0,26.7,0,0,-34.9,1232.2,1460.5,0,1,1,0,0
183,429,238,120,8,526,267,236,112,2,133,-35.95,199.5,267.5,85.7,-35.95,35.95,35.95,-199.5,-267.5,-85.7,1520.4,1184.4,0,1,1,0,1
184,80,245,22,72,142,59,84,147,126,51,0,63.1,0,0,0,-63.1,0,0,0,0,1336.2,1556.6,0,1,1,0,0
185,80,876,245,81,516,203,58,30,497,498,0,-104.4,0,0,-25.6,104.4,25.6,0,0,0,1362.8,1538,0,1,0,1,1
186,134,80,203,164,235,122,76,238,202,89,-45.8,7.2,-113.9,12.4,7.2,-12.4,113.9,45.8,-7.2,-7.2,1321,1421,1,0,0,1,1
187,427,23,222,875,134,16,518,69,106,141,-8.6,-22.3,-62.05,-62.05,107.6,62.05,62.05,-107.6,22.3,8.6,1388.9,1485.8,1,0,0,1,1
188,63,80,555,107,54,61,202,89,164,64,7.85,7.85,-62.4,21.1,19.9,62.4,-7.85,-7.85,-19.9,-21.1,1506.1,1484.5,0,1,0,1,1
189,126,30,4,81,350,80,517,876,119,114,12.7,2.84E-14,-75.7,-104.2,-104.2,104.2,75.7,-2.84E-14,104.2,-12.7,1433.3,1775,1,0,0,1,0
190,145,113,412,38,126,62,105,120,202,526,28.15,-131.7,28.15,-29.8,13,-13,29.8,131.7,-28.15,-28.15,1418.8,1415,1,0,0,1,0
191,78,141,34,57,235,523,164,117,7,245,-149.6,19.7,78.5,-10.9,-10.9,10.9,149.6,10.9,-78.5,-19.7,1468.4,1538.6,1,0,0,1,1
192,202,517,39,3,104,84,236,876,523,432,79,-57.7,156.7,79,124.4,-156.7,57.7,-124.4,-79,-79,1617.6,1262.7,1,0,1,0,1
193,43,13,58,235,421,117,39,60,22,516,57.9,63.8,0,57.9,0,-57.9,-63.8,0,-57.9,0,1529.5,1393.5,0,1,0,1,0
194,202,111,2,245,24,112,58,104,267,81,41.6,41.6,0,129,0,0,-129,0,-41.6,-41.6,1602.3,1406.2,1,0,0,1,0
195,1,236,37,64,240,245,120,202,432,98,-39.2,-39.2,-39.2,-39.2,-39.2,39.2,39.2,39.2,39.2,39.2,1326.2,1496.7,1,0,1,0,0
196,517,497,113,91,202,24,523,28,1,432,82.7,-31.4,-46,-60.3,-31.4,-82.7,31.4,46,60.3,31.4,1301.1,1406.9,0,1,1,0,1
197,62,43,131,555,235,202,82,30,2,115,75.9,22.35,-123.5,20.2,22.35,-22.35,-20.2,123.5,-75.9,-22.35,1449,1381.3,1,0,0,1,1
198,14,350,518,28,81,412,164,235,91,876,44.2,-28.95,-29.8,-84.5,-28.95,28.95,-44.2,28.95,29.8,84.5,1351.2,1543.8,0,1,0,1,0
199,91,81,89,36,104,147,4,39,32,12,0,55.25,55.25,0,0,-55.25,0,0,0,-55.25,1488.5,1653.9,1,0,1,0,0
200,104,89,38,516,202,80,114,30,91,876,-58.8,20.75,-37.7,-73.3,20.75,-20.75,73.3,-20.75,37.7,58.8,1314.9,1473.5,1,0,1,0,0
201,518,876,202,246,57,21,76,517,58,432,-77.98,-77.98,-77.98,-77.98,-77.98,77.98,77.98,77.98,77.98,77.98,1210.7,1616.2,0,1,0,1,0
202,44,79,236,84,157,517,202,245,104,111,8.88,8.88,8.88,8.88,8.88,-8.88,-8.88,-8.88,-8.88,-8.88,1587,1551.8,0,1,0,1,1
203,8,51,12,164,107,40,202,84,157,427,-18.3,-35.7,-35.7,-52.4,-21.9,35.7,35.7,52.4,18.3,21.9,1242.7,1495.6,0,1,1,0,0
204,245,164,4,157,350,92,80,145,61,64,-88.3,-88.3,-88.3,-88.3,-88.3,88.3,88.3,88.3,88.3,88.3,1111.9,1901.1,0,1,0,1,0
205,80,164,20,3,81,104,245,79,62,360,0,74.8,-40.1,0,0,40.1,0,0,-74.8,0,1523,1246.7,0,1,1,0,1
206,103,63,164,412,203,14,119,104,89,268,-97.4,13.3,25.3,13.3,43.9,-25.3,-13.3,-43.9,-13.3,97.4,1506.7,1515.3,0,1,1,0,1
207,18,245,89,22,164,875,54,30,84,104,-11.04,-11.04,-11.04,-11.04,-11.04,11.04,11.04,11.04,11.04,11.04,1431.7,1240.8,1,0,1,0,1
208,12,24,555,245,157,235,164,18,79,3,0,-48.6,-141.6,0,0,0,48.6,141.6,0,0,1483.1,1437.6,0,1,0,1,0
209,84,203,58,111,147,117,22,164,18,245,33.4,0,15.1,0,0,0,0,-15.1,-33.4,0,1282.9,1277.9,0,1,0,1,0
210,119,517,497,236,104,81,84,76,203,89,-29.9,0,-29.9,0,-79.6,29.9,0,79.6,0,29.9,1323.6,1466.3,0,1,0,1,0
211,62,875,518,517,222,81,38,80,54,121,-140.2,39,-10.9,35.3,39,-39,10.9,-39,140.2,-35.3,1317.5,1210.9,1,0,0,1,1
212,7,202,39,76,267,134,64,40,84,81,26.1,-35.75,-65,82.9,-35.75,-26.1,-82.9,35.75,65,35.75,1340.6,1340.9,1,0,0,1,1
213,203,21,89,63,54,29,35,126,12,245,0,75.3,75.3,0,0,-75.3,0,0,-75.3,0,1489.7,1202.9,0,1,0,1,1
214,89,7,126,76,21,203,142,202,83,12,33.7,33.7,33.7,33.7,33.7,-33.7,-33.7,-33.7,-33.7,-33.7,1523.8,1165,0,1,1,0,1
215,114,20,517,117,67,3,497,120,54,523,18.24,18.24,18.24,18.24,18.24,-18.24,-18.24,-18.24,-18.24,-18.24,1528.9,1349,1,0,1,0,1
216,80,141,68,202,23,89,517,81,84,2,57.26,57.26,57.26,57.26,57.26,-57.26,-57.26,-57.26,-57.26,-57.26,1752.3,1477.7,1,0,0,0,1
217,145,517,64,412,84,81,62,555,60,497,-54.65,-55.7,31.2,-54.65,30.3,54.65,-30.3,55.7,-31.2,54.65,1344.2,1388.4,1,0,0,1,0
218,202,107,98,37,517,203,147,43,22,62,-3.6,-38.1,10,-3.6,8.2,38.1,-8.2,3.6,3.6,-10,1261.3,1321.8,0,1,1,0,1
219,84,120,131,12,145,62,432,115,238,20,54.4,72.8,0,0,0,-54.4,0,0,0,-72.8,1463.8,1315.3,1,0,1,0,1
220,63,89,43,41,141,57,12,121,202,62,-39.05,-39.05,0,0,77.3,0,39.05,-77.3,39.05,0,1471.4,1391.9,1,0,1,0,0
221,63,91,54,203,80,517,876,89,62,51,-26.75,-29.1,-113.1,-216.7,-26.75,29.1,216.7,26.75,113.1,26.75,1273.2,1646.9,0,1,0,1,0
222,412,9,164,203,119,18,81,432,517,84,0,0,-67.4,21.2,0,-21.2,0,0,0,67.4,1588.2,1480.8,1,0,1,0,0
223,45,57,203,238,117,89,30,202,98,236,-31.85,-50.7,-77.3,94.9,-31.85,31.85,77.3,31.85,50.7,-94.9,1448.8,1581.4,0,1,1,0,1
224,63,875,245,240,254,79,203,26,51,12,0,0,11.4,0,45.3,0,-45.3,-11.4,0,0,1340.2,1171.9,1,0,1,0,0
225,16,22,84,427,164,147,254,17,202,53,-17.8,-17.8,46.5,-80.3,-42.3,42.3,80.3,-46.5,17.8,17.8,1160.1,1369,0,1,0,1,0
226,555,777,62,120,63,517,254,497,145,114,20.45,0,0,0,20.45,0,0,-20.45,-20.45,0,1338.4,1577.6,0,1,0,1,0
227,202,875,111,76,246,117,96,84,104,236,-82.9,0,0,33.4,0,0,0,0,-33.4,82.9,1455.7,1554.5,1,0,1,0,0
228,10,50,28,236,89,360,30,57,86,69,0,0,0,0,0,0,0,0,0,0,1356.3,1622.7,0,1,1,0,0
229,58,41,497,20,145,98,54,202,120,4,0,0,-9.8,-26.8,0,0,0,0,26.8,9.8,1481.9,1248.8,1,0,1,0,1
230,21,63,164,25,120,91,202,48,43,82,45.65,45.65,-9.75,-9.75,0,0,-45.65,9.75,-45.65,9.75,1540.6,1399.6,0,1,0,1,1
231,98,429,412,2,60,25,131,32,58,21,3.48,3.48,3.48,3.48,3.48,-3.48,-3.48,-3.48,-3.48,-3.48,1457.5,1573.8,0,1,0,1,0
232,876,81,266,89,163,59,122,80,84,76,104.1,-35.9,102.5,-35.9,-109.3,35.9,-102.5,35.9,109.3,-104.1,1359.1,1502.4,0,1,0,1,1
233,81,12,497,876,245,54,27,80,145,147,-17.7,-17.7,-35.3,147.3,80.8,-147.3,35.3,17.7,17.7,-80.8,1537.6,1299,1,0,1,0,1
234,58,245,18,16,81,157,427,164,111,202,19.75,19.75,0,72.2,72.2,0,-19.75,-19.75,-72.2,-72.2,1730.7,1249.7,1,0,1,0,1
235,120,240,8,145,555,777,16,9,54,21,-135.8,0,-92.2,0,0,0,0,135.8,92.2,0,1402.3,1443.1,0,1,1,0,0
236,89,28,126,81,13,104,68,202,91,25,6.15,-79.3,-46.4,6.15,78.3,79.3,46.4,-6.15,-78.3,-6.15,1339.7,1230.1,0,1,0,1,0
237,119,85,58,76,117,3,235,164,63,104,-33.05,0,0,-59.1,-33.05,0,33.05,0,33.05,59.1,1406.2,1495.9,0,1,0,1,0
238,117,203,202,41,3,59,12,145,517,235,-8.7,69.2,-8.7,-45.9,-7.9,-69.2,8.7,45.9,7.9,8.7,1226.5,1335.3,0,1,1,0,0
239,13,202,201,203,84,80,50,517,107,39,-8.2,-17.85,-17.85,20.8,89.5,17.85,17.85,8.2,-20.8,-89.5,1446.5,1351,1,0,0,0,1
240,51,25,61,164,107,68,62,57,81,64,-8.8,-8.8,67.7,-109.7,-44.7,-67.7,109.7,8.8,8.8,44.7,1384.3,1554.4,1,0,0,1,0
241,236,120,254,1,84,517,13,59,67,54,0,0,-49.45,-49.45,0,0,49.45,0,49.45,0,1468,1401.2,1,0,0,1,1
242,60,57,235,236,164,84,203,79,145,497,0,-47.1,-47.1,143,0,-143,0,0,47.1,47.1,1500.5,1406.7,0,1,1,0,1
243,3,39,202,147,59,78,517,81,350,777,23.3,0,23.45,23.45,0,0,0,-23.45,-23.45,-23.3,1675,1268.9,1,0,0,0,1
244,59,4,81,39,12,517,60,62,80,202,-49.9,0,-25.55,0,-25.55,0,49.9,0,25.55,25.55,1519,1757.7,0,1,0,1,0
245,61,145,555,266,59,81,517,113,147,236,7.7,58.7,58.7,27.6,47.2,-58.7,-27.6,-47.2,-58.7,-7.7,1532.4,1182.6,1,0,0,0,0
246,412,429,517,141,91,22,98,223,30,35,49.3,49.3,49.3,49.3,49.3,-49.3,-49.3,-49.3,-49.3,-49.3,1508.2,1191.7,0,1,1,0,1
247,51,28,62,1,412,89,157,82,876,91,-15.25,0,0,-34.8,-15.25,15.25,15.25,34.8,0,0,1558.3,1505.8,1,0,0,1,1
248,876,91,85,875,235,360,89,61,164,28,-66.2,-92.2,68.8,-29.1,-29.1,29.1,29.1,92.2,-68.8,66.2,1376.6,1536.1,1,0,0,1,0
249,147,141,84,12,39,203,117,81,58,236,21.75,85.9,28.8,21.75,-14.5,-85.9,-21.75,-21.75,14.5,-28.8,1474.5,1388,0,1,0,1,1
250,145,497,121,4,114,876,91,89,81,14,-60.78,-60.78,-60.78,-60.78,-60.78,60.78,60.78,60.78,60.78,60.78,1232.8,1505.9,0,1,0,1,0
251,131,236,203,117,112,4,76,96,57,12,0,-19.95,0,-19.95,-26.2,26.2,0,19.95,0,19.95,1368.2,1502.4,1,0,1,0,0
252,57,112,107,114,30,54,14,236,22,63,10.05,-65.4,-3.4,40.5,10.05,-40.5,3.4,65.4,-10.05,-10.05,1365.4,1376.2,1,0,0,0,1
253,14,96,412,164,131,22,89,126,246,876,0,0,0,0,0,0,0,0,0,0,1505.6,1507,1,0,0,0,1
254,360,147,64,3,54,35,126,202,68,432,7.44,7.44,7.44,7.44,7.44,-7.44,-7.44,-7.44,-7.44,-7.44,1402.2,1295.5,1,0,0,1,1
255,113,3,777,89,236,202,238,25,30,8,5.5,8.5,97.3,53,53,-53,-97.3,-53,-5.5,-8.5,1612.6,1397.9,0,1,1,0,0
256,57,3,145,58,121,64,41,202,84,111,0,0,0,28.7,-50.7,50.7,-28.7,0,0,0,1325.7,1332.8,0,1,0,1,1
257,245,32,236,164,555,21,121,517,26,58,0,57,0,0,0,-57,0,0,0,0,1661.2,1216.9,1,0,1,0,1
258,245,40,104,2,21,555,63,203,112,62,110.4,18.15,111.6,95.7,18.15,-18.15,-18.15,-111.6,-110.4,-95.7,1607.4,1086.7,1,0,0,1,1
259,64,429,267,777,8,266,141,105,145,26,20.34,20.34,20.34,20.34,20.34,-20.34,-20.34,-20.34,-20.34,-20.34,1581.9,1240.6,1,0,1,0,1
260,53,268,120,202,517,92,81,54,141,412,47.05,29.8,0,47.05,0,0,-47.05,-29.8,0,-47.05,1411.5,1572.3,0,1,0,1,0
261,104,3,12,21,6,876,8,517,111,202,-67.4,0,0,0,-7.9,67.4,7.9,0,0,0,1359.6,1508.1,1,0,1,0,1
262,28,25,51,238,57,39,3,43,145,876,-53.8,-15.2,-15.2,47.9,-138.3,138.3,-47.9,15.2,15.2,53.8,1402.2,1560.1,0,1,0,1,1
263,236,203,22,517,497,516,142,141,51,25,54.1,84.2,33.1,59.1,33.1,-59.1,-54.1,-84.2,-33.1,-33.1,1398.2,1127.9,1,0,1,0,1
264,777,2,62,412,63,119,157,427,89,84,-79.46,-79.46,-79.46,-79.46,-79.46,79.46,79.46,79.46,79.46,79.46,1087.9,1516.7,0,1,0,0,0
265,421,202,432,41,131,8,23,12,157,427,119.2,-22.45,-22.45,9.7,-27.7,27.7,-9.7,22.45,22.45,-119.2,1356.3,1163.7,1,0,1,0,0
266,154,24,119,127,89,164,777,157,427,12,87.4,6.8,55.25,-45.8,55.25,-6.8,45.8,-55.25,-87.4,-55.25,1380.9,1151.3,1,0,1,0,1
267,25,63,98,39,427,78,61,64,21,89,-2.7,-2.7,0,0,97.5,0,0,-97.5,2.7,2.7,1520.4,1097.6,1,0,0,1,1
268,58,876,202,80,134,22,76,164,39,427,62.7,22.6,62.45,62.45,23.3,-62.45,-22.6,-62.7,-23.3,-62.45,1506.7,1354,0,1,0,1,0
269,360,117,24,517,64,86,3,50,89,104,45.5,45.5,4.1,83.5,-64.8,-4.1,-83.5,-45.5,-45.5,64.8,1738.1,1325.2,1,0,0,1,1
270,201,518,245,50,202,89,39,115,517,121,-50.9,-156.5,-107.6,-45.3,-50.9,50.9,156.5,50.9,45.3,107.6,1212.3,1537.6,0,1,0,1,0
271,38,18,875,235,203,131,126,81,497,64,0,0,-13.6,-13.6,141.1,0,0,13.6,13.6,-141.1,1650.8,1353.7,1,0,1,0,1
272,62,25,8,76,29,12,105,114,107,45,0,9.3,-10,0,9.3,-9.3,10,0,0,-9.3,1314.8,1485.5,0,1,0,1,1
273,154,117,62,517,202,516,104,80,235,147,0,-10.65,0,-99.3,-10.65,0,0,10.65,10.65,99.3,1234.3,1274.5,1,0,1,0,1
274,41,777,107,412,61,35,57,142,432,51,45.1,-15.05,85.2,-15.05,-25,-85.2,-45.1,25,15.05,15.05,1612.8,1439.5,0,1,1,0,1
275,157,876,54,412,119,69,12,238,17,120,-32.74,-32.74,-32.74,-32.74,-32.74,32.74,32.74,32.74,32.74,32.74,1330.9,1671.1,0,1,0,1,0
276,59,142,119,82,80,20,51,61,157,111,7.2,-53.4,-7.95,57.3,-7.95,-7.2,7.95,53.4,-57.3,7.95,1503.9,1484.7,0,1,1,0,0
277,25,76,98,119,134,89,126,235,39,876,4,72.2,-69.3,4,40.1,-4,69.3,-4,-40.1,-72.2,1345.4,1482.9,0,1,1,0,1
278,142,104,16,58,22,145,106,777,76,412,-30.7,-30.7,-30.7,-30.7,-30.7,30.7,30.7,30.7,30.7,30.7,1165,1557.1,0,1,1,0,0
279,163,421,3,202,60,107,131,147,21,236,78.4,93.9,36.1,36.1,85.3,-85.3,-78.4,-36.1,-36.1,-93.9,1714.5,1267.8,1,0,1,0,1
280,80,4,120,58,163,145,427,34,79,164,-51.85,-4.4,90,59.7,-51.85,51.85,-90,4.4,51.85,-59.7,1760.1,1505.6,1,0,0,1,0
281,516,202,8,31,12,107,3,119,79,245,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
282,267,114,80,120,50,81,107,517,350,41,-40.1,-0.6,41.5,26.5,41.5,-41.5,-26.5,40.1,-41.5,0.6,1474.7,1355.9,0,1,0,1,1
283,126,107,63,134,89,54,412,120,245,202,-55.6,78.2,-15.35,5.5,-15.35,55.6,15.35,-78.2,-5.5,15.35,1446.2,1343.4,1,0,0,0,1
284,53,33,163,266,202,161,412,106,245,236,0,-82.5,0,0,-108,0,0,108,82.5,0,1333.7,1442.7,0,1,1,0,0
285,202,497,30,80,106,117,266,98,523,3,45.12,45.12,45.12,45.12,45.12,-45.12,-45.12,-45.12,-45.12,-45.12,1609.2,1212.5,0,1,1,0,1
286,89,266,876,236,119,555,120,1,202,68,18.55,95.7,89.8,138.6,18.55,-18.55,-89.8,-138.6,-18.55,-95.7,1649.4,1276.2,0,1,1,0,1
287,62,51,25,8,120,432,203,61,57,63,0,-40.95,-40.95,0,-25.7,40.95,25.7,0,0,40.95,1236.5,1168.2,1,0,1,0,0
288,203,157,39,69,117,360,236,84,876,111,0,-19.95,0,-5.8,-19.95,19.95,5.8,0,0,19.95,1327.5,1522.8,0,1,0,1,0
289,111,104,68,157,41,13,84,76,119,412,32.85,14,5,32.85,-14.9,-5,14.9,-14,-32.85,-32.85,1356.6,1276.4,0,1,1,0,0
290,141,8,236,350,84,240,518,30,555,27,-17,53.2,-66.6,-66.6,182.7,-53.2,66.6,17,66.6,-182.7,1564.8,1643.4,0,1,0,1,1
291,777,89,555,245,104,40,517,39,202,18,0,104,104,0,-30.3,-104,30.3,0,-104,0,1590.4,1327.6,1,0,0,1,0
292,876,25,81,61,164,98,245,104,22,12,0,-59.3,-59.3,-9.6,0,0,9.6,0,59.3,59.3,1409.5,1353.7,1,0,1,0,1
293,238,9,41,555,412,246,24,30,81,432,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
294,245,106,518,203,202,105,32,164,235,412,0,62.4,0,43.5,0,0,-43.5,-62.4,0,0,1669.4,1135.6,0,1,1,0,1
295,360,875,8,429,79,81,84,201,238,64,-61.8,-61.8,-107.1,-111.5,-4.5,61.8,107.1,61.8,111.5,4.5,1185,1457.3,0,1,0,1,1
296,76,21,120,12,555,104,111,518,40,81,45.6,29.35,1.3,29.35,66.7,-45.6,-66.7,-1.3,-29.35,-29.35,1464.3,1240.9,0,1,1,0,1
297,67,45,16,104,245,876,23,12,555,145,0,17.5,17.5,0,18.4,0,0,-17.5,-18.4,-17.5,1396.8,1140.3,1,0,0,1,1
298,119,131,104,89,6,164,76,497,236,63,-29.7,-29.7,-29.7,-29.7,-29.7,29.7,29.7,29.7,29.7,29.7,1379.2,1485.6,1,0,0,1,0
299,61,27,12,203,202,164,145,421,157,497,0,28,0,-0.7,0,-28,0,0.7,0,0,1400.8,1437.8,1,0,0,1,0
300,5,119,92,80,142,89,164,517,203,81,-79.1,0,12.5,0,0,0,-12.5,0,79.1,0,1319.1,1471.4,0,1,1,0,0
301,875,76,41,58,145,517,81,497,141,516,18.75,0,0,36.8,18.75,-36.8,-18.75,-18.75,0,0,1371.8,1265.2,1,0,0,1,0
302,3,111,145,104,164,121,58,21,497,69,0,0,0,0,0,0,0,0,0,0,1418.7,1342.3,0,1,0,1,0
303,62,51,497,134,85,412,61,2,98,157,55.8,-32.35,-32.35,-9.1,-2.5,32.35,9.1,-55.8,2.5,32.35,1290.1,1277.1,1,0,1,0,1
304,2,62,39,223,147,121,26,22,82,91,-60.62,-60.62,-60.62,-60.62,-60.62,60.62,60.62,60.62,60.62,60.62,1243.3,1557,0,1,0,1,0
305,40,62,64,202,134,555,518,81,56,58,0,51.9,-6.3,0,0,0,0,0,6.3,-51.9,1294.5,1367.1,1,0,1,0,1
306,3,145,14,120,518,80,147,81,121,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
307,76,236,39,202,26,360,876,246,12,238,76.5,0,96.6,0,0,0,-76.5,-96.6,0,0,1520.3,1260,1,0,1,0,1
308,876,111,517,92,81,80,17,23,22,30,-168.1,0,0,71.2,0,0,0,-71.2,0,168.1,1299.1,1479.6,1,0,1,0,0
309,24,17,18,875,145,202,12,84,64,164,0,84.6,0,2.3,2.3,-2.3,-2.3,0,-84.6,0,1314.7,1258.9,0,1,1,0,1
310,157,120,92,111,7,8,25,22,58,17,-1.35,41.6,-122.6,-1.35,109.7,-109.7,1.35,1.35,122.6,-41.6,1386,1321.9,1,0,0,1,1
311,106,432,202,30,236,68,120,80,235,92,-33.4,-17.9,-17.9,120.9,-88.4,88.4,-120.9,17.9,17.9,33.4,1354.7,1241.9,1,0,1,0,1
312,84,103,222,412,30,92,517,203,1,12,11.5,-70.4,0,0,0,-11.5,70.4,0,0,0,1218.6,1322,0,1,0,1,0
313,104,111,114,81,61,163,85,25,21,80,-38.7,0,51.2,0,0,38.7,-51.2,0,0,0,1372.9,1523.5,0,1,0,1,1
314,145,126,28,555,69,412,101,236,13,254,0,0,0,0,0,0,0,0,0,0,1362.2,1429.5,1,0,0,0,0
315,81,54,876,236,26,62,111,30,21,68,-59.85,6.7,44.1,-16.4,-59.85,16.4,59.85,-44.1,59.85,-6.7,1408.6,1652.5,1,0,0,1,0
316,26,202,203,62,4,103,64,523,92,412,0,0,10,0,75.9,-75.9,-10,0,0,0,1467.4,1502.4,1,0,1,0,1
317,76,157,12,13,235,147,517,64,41,37,61.3,3.7,30.55,-128.3,30.55,-30.55,128.3,-61.3,-3.7,-30.55,1340,1355.3,0,1,1,0,0
318,236,76,21,54,37,147,517,121,8,22,100.3,-36,18.55,-42.1,18.55,-18.55,-100.3,36,42.1,-18.55,1303,1291.8,1,0,0,1,0
319,51,114,203,147,142,89,517,54,22,104,11.55,0,-142.8,11.55,0,-11.55,0,0,-11.55,142.8,1386.3,1529,0,1,0,1,0
320,92,497,516,202,72,62,43,145,9,58,-21.36,-21.36,-21.36,-21.36,-21.36,21.36,21.36,21.36,21.36,21.36,1272.8,1446.8,0,1,0,1,0
321,82,121,875,420,115,81,20,68,164,89,-3.1,-18.3,-3.25,56,-3.25,3.25,18.3,-56,3.1,3.25,1335.9,1369.4,1,0,1,0,0
322,122,235,26,157,427,202,432,246,24,876,0,0,0,0,-38.8,0,0,0,0,38.8,1337.1,1373.9,1,0,1,0,1
323,238,64,80,518,516,202,141,164,517,26,16.3,-32.7,9.45,9.45,61.6,-9.45,32.7,-61.6,-16.3,-9.45,1530.2,1428.8,0,1,0,0,0
324,59,497,517,85,119,3,14,107,89,360,-83.5,7.7,0,0,7.7,0,0,83.5,-7.7,-7.7,1531.4,1440.1,0,1,1,0,1
325,235,134,64,26,57,45,421,24,68,147,27.35,18.2,-37.1,27.35,96.9,-27.35,37.1,-96.9,-18.2,-27.35,1325.7,1203.7,1,0,0,1,1
326,89,360,421,61,98,121,51,107,147,161,68,68,33.4,89.7,23.3,-33.4,-68,-23.3,-68,-89.7,1573.7,1333.7,1,0,1,0,1
327,3,246,38,21,54,163,498,114,89,30,-27.5,44.5,71.1,-27.5,64.6,-44.5,27.5,-64.6,27.5,-71.1,1659.8,1466.8,0,1,0,1,1
328,26,34,145,58,163,202,104,39,245,111,-21.3,22.2,-21.3,101,-74.8,21.3,74.8,-101,-22.2,21.3,1507.7,1512.2,0,1,0,1,1
329,40,76,17,145,555,89,427,360,517,126,0,157.7,58,0,0,0,-157.7,0,0,-58,1671.4,1325.3,0,1,1,0,1
330,34,113,114,21,267,875,245,266,112,202,109.8,0,0,-79.75,-79.75,79.75,0,0,-109.8,79.75,1294.2,1690.5,0,1,1,0,0
331,117,39,523,9,3,201,22,164,203,245,31.6,-14,31.6,-32.3,-150.3,-31.6,-31.6,14,32.3,150.3,1299.8,1317.3,0,1,1,0,0
332,245,238,39,360,53,122,223,22,68,104,0,-103.3,0,50.75,50.75,103.3,-50.75,-50.75,0,0,1305.3,1421.2,0,1,0,1,0
333,41,61,76,25,51,43,22,2,98,4,-42.2,-42.2,-42.2,-42.2,-42.2,42.2,42.2,42.2,42.2,42.2,1157.6,1497.8,0,1,1,0,0
334,55,23,76,89,360,121,51,69,25,24,-65.2,10.7,1.3,36.2,36.2,-1.3,-36.2,65.2,-36.2,-10.7,1576.2,1401.6,1,0,1,0,1
335,104,360,117,98,517,30,121,40,126,235,49.26,49.26,49.26,49.26,49.26,-49.26,-49.26,-49.26,-49.26,-49.26,1618.4,1189.1,1,0,1,0,1
336,114,12,497,203,81,89,98,202,104,142,-77.4,6.8,8.6,-87.6,6.8,-6.8,77.4,-6.8,87.6,-8.6,1160.9,1647.1,0,1,0,1,0
337,238,8,89,120,202,12,497,876,39,81,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
338,142,555,28,81,106,62,120,517,360,53,14.3,0,58,0,0,0,-58,-14.3,0,0,1679.8,1381,1,0,0,1,0
